10.01	0
20.01	0
30.01	4.21E+13
40.01	0
50.01	1.68E+14
60.01	8.00E+14
70.01	2.06E+15
80.01	5.64E+15
90.01	1.11E+16
100.01	2.15E+16
110.01	3.65E+16
120.01	4.70E+16
130.01	6.24E+16
140.01	7.63E+16
150.01	8.92E+16
160.01	9.77E+16
170.01	9.38E+16
180.01	9.92E+16
190.01	9.53E+16
200.01	9.32E+16
210.01	8.26E+16
220.01	7.22E+16
230.01	6.17E+16
240.01	5.38E+16
250.01	4.28E+16
260.01	3.62E+16
270.01	2.49E+16
280.01	2.35E+16
290.01	1.50E+16
300.01	1.17E+16
310.01	8.51E+15
320.01	6.91E+15
330.01	4.72E+15
340.01	3.07E+15
350.01	1.60E+15
360.01	1.60E+15
370.01	9.27E+14
380.01	4.63E+14
390.01	3.37E+14
400.01	3.79E+14
410.01	2.11E+14
420.01	0
430.01	0
440.01	4.21E+13
450.01	0
460.01	0
470.01	0
480.01	0
490.01	0
500.01	0
510.01	0
520.01	0
530.01	0
540.01	0
550.01	0
560.01	0
570.01	0
580.01	0
590.01	0
600.01	0
610.01	0
620.01	0
630.01	0
640.01	0
650.01	0
660.01	0
670.01	0
680.01	0
690.01	0
700.01	0
710.01	0
720.01	0
730.01	0
740.01	0
750.01	0
760.01	0
770.01	0
780.01	0
790.01	0
800.01	0
810.01	0
820.01	0
830.01	0
840.01	0
850.01	0
860.01	0
870.01	0
880.01	0
890.01	0
900.01	0
910.01	0
920.01	0
930.01	0
940.01	0
950.01	0
960.01	0
970.01	0
980.01	0
990.01	0
1000.01	0
