30.01	0
60.01	0
90.01	0
120.01	0
150.01	0
180.01	1.08E+14
210.01	2.17E+14
240.01	3.25E+14
270.01	7.59E+14
300.01	6.51E+14
330.01	2.93E+15
360.01	4.56E+15
390.01	5.75E+15
420.01	8.25E+15
450.01	1.13E+16
480.01	1.43E+16
510.01	2.10E+16
540.01	2.53E+16
570.01	3.17E+16
600.01	3.84E+16
630.01	4.50E+16
660.01	5.20E+16
690.01	5.87E+16
720.01	6.54E+16
750.01	7.27E+16
780.01	8.01E+16
810.01	7.74E+16
840.01	8.72E+16
870.01	8.78E+16
900.01	9.49E+16
930.01	9.84E+16
960.01	9.63E+16
990.01	9.73E+16
1020.01	1.02E+17
1050.01	1.01E+17
1080.01	9.55E+16
1110.01	9.11E+16
1140.01	9.46E+16
1170.01	8.36E+16
1200.01	8.56E+16
1230.01	7.75E+16
1260.01	6.81E+16
1290.01	7.01E+16
1320.01	6.48E+16
1350.01	5.52E+16
1380.01	5.51E+16
1410.01	4.25E+16
1440.01	4.42E+16
1470.01	3.94E+16
1500.01	3.29E+16
1530.01	2.91E+16
1560.01	2.79E+16
1590.01	2.39E+16
1620.01	1.71E+16
1650.01	1.71E+16
1680.01	1.55E+16
1710.01	1.26E+16
1740.01	9.11E+15
1770.01	1.08E+16
1800.01	7.16E+15
1830.01	6.94E+15
1860.01	4.67E+15
1890.01	3.91E+15
1920.01	3.80E+15
1950.01	3.58E+15
1980.01	1.74E+15
2010.01	2.17E+15
2040.01	1.19E+15
2070.01	1.08E+15
2100.01	6.51E+14
2130.01	3.25E+14
2160.01	2.17E+14
2190.01	3.25E+14
2220.01	2.17E+14
2250.01	0
2280.01	1.08E+14
2310.01	1.08E+14
2340.01	0
2370.01	1.08E+14
2400.01	0
2430.01	0
2460.01	0
2490.01	0
2520.01	0
2550.01	0
2580.01	0
2610.01	0
2640.01	0
2670.01	0
2700.01	0
2730.01	0
2760.01	0
2790.01	0
2820.01	0
2850.01	0
2880.01	0
2910.01	0
2940.01	0
2970.01	0
3000.01	0
