50.01	0
100.01	0
150.01	0
200.01	0
250.01	0
300.01	0
350.01	0
400.01	0
450.01	1.42E+14
500.01	1.42E+14
550.01	5.67E+14
600.01	2.41E+15
650.01	2.41E+15
700.01	2.84E+15
750.01	5.39E+15
800.01	6.67E+15
850.01	7.80E+15
900.01	1.12E+16
950.01	1.70E+16
1000.01	2.04E+16
1050.01	2.44E+16
1100.01	2.98E+16
1150.01	2.95E+16
1200.01	3.96E+16
1250.01	4.30E+16
1300.01	4.82E+16
1350.01	5.52E+16
1400.01	5.55E+16
1450.01	6.79E+16
1500.01	6.77E+16
1550.01	7.45E+16
1600.01	8.03E+16
1650.01	8.67E+16
1700.01	8.84E+16
1750.01	9.13E+16
1800.01	9.66E+16
1850.01	9.66E+16
1900.01	9.67E+16
1950.01	1.01E+17
2000.01	1.06E+17
2050.01	9.99E+16
2100.01	9.90E+16
2150.01	9.36E+16
2200.01	9.49E+16
2250.01	8.78E+16
2300.01	8.67E+16
2350.01	8.79E+16
2400.01	7.56E+16
2450.01	6.98E+16
2500.01	6.96E+16
2550.01	6.43E+16
2600.01	6.20E+16
2650.01	6.04E+16
2700.01	5.36E+16
2750.01	4.69E+16
2800.01	4.11E+16
2850.01	3.66E+16
2900.01	3.74E+16
2950.01	3.19E+16
3000.01	2.71E+16
3050.01	2.34E+16
3100.01	2.11E+16
3150.01	1.97E+16
3200.01	1.50E+16
3250.01	1.21E+16
3300.01	1.01E+16
3350.01	9.22E+15
3400.01	7.09E+15
3450.01	6.10E+15
3500.01	5.25E+15
3550.01	4.11E+15
3600.01	1.70E+15
3650.01	3.26E+15
3700.01	1.99E+15
3750.01	2.69E+15
3800.01	1.42E+15
3850.01	9.93E+14
3900.01	1.28E+15
3950.01	7.09E+14
4000.01	5.67E+14
4050.01	5.67E+14
4100.01	5.67E+14
4150.01	0
4200.01	1.42E+14
4250.01	0
4300.01	0
4350.01	0
4400.01	0
4450.01	1.42E+14
4500.01	0
4550.01	0
4600.01	0
4650.01	0
4700.01	0
4750.01	0
4800.01	0
4850.01	0
4900.01	0
4950.01	0
5000.01	0
